01_01,06:44,14:50,01_01
01_02,06:44,14:51,01_02
01_03,06:44,14:52,01_03
01_04,06:44,14:53,01_04
01_05,06:44,14:54,01_05
01_06,06:43,14:55,01_06
01_07,06:43,14:56,01_07
01_08,06:43,14:58,01_08
01_09,06:42,14:59,01_09
01_10,06:42,15:00,01_10
01_11,06:41,15:02,01_11
01_12,06:40,15:03,01_12
01_13,06:40,15:04,01_13
01_14,06:39,15:06,01_14
01_15,06:38,15:07,01_15
01_16,06:37,15:09,01_16
01_17,06:37,15:10,01_17
01_18,06:36,15:12,01_18
01_19,06:35,15:14,01_19
01_20,06:34,15:15,01_20
01_21,06:33,15:17,01_21
01_22,06:32,15:18,01_22
01_23,06:31,15:20,01_23
01_24,06:29,15:22,01_24
01_25,06:28,15:23,01_25
01_26,06:27,15:25,01_26
01_27,06:26,15:27,01_27
01_28,06:24,15:28,01_28
01_29,06:23,15:30,01_29
01_30,06:22,15:32,01_30
01_31,06:20,15:33,01_31
02_01,06:19,15:35,02_01
02_02,06:17,15:37,02_02
02_03,06:16,15:39,02_03
02_04,06:14,15:40,02_04
02_05,06:13,15:42,02_05
02_06,06:11,15:44,02_06
02_07,06:10,15:46,02_07
02_08,06:08,15:47,02_08
02_09,06:06,15:49,02_09
02_10,06:05,15:51,02_10
02_11,06:03,15:52,02_11
02_12,06:01,15:54,02_12
02_13,05:59,15:56,02_13
02_14,05:58,15:58,02_14
02_15,05:56,15:59,02_15
02_16,05:54,16:01,02_16
02_17,05:52,16:03,02_17
02_18,05:50,16:05,02_18
02_19,05:48,16:06,02_19
02_20,05:46,16:08,02_20
02_21,05:44,16:10,02_21
02_22,05:42,16:11,02_22
02_23,05:40,16:13,02_23
02_24,05:38,16:15,02_24
02_25,05:36,16:17,02_25
02_26,05:34,16:18,02_26
02_27,05:32,16:20,02_27
02_28,05:30,16:22,02_28
02_29,05:28,16:23,02_29
03_01,05:26,16:25,03_01
03_02,05:24,16:27,03_02
03_03,05:22,16:28,03_03
03_04,05:20,16:30,03_04
03_05,05:18,16:32,03_05
03_06,05:16,16:33,03_06
03_07,05:14,16:35,03_07
03_08,05:11,16:37,03_08
03_09,05:09,16:38,03_09
03_10,05:07,16:40,03_10
03_11,05:05,16:41,03_11
03_12,05:03,16:43,03_12
03_13,05:01,16:45,03_13
03_14,04:58,16:46,03_14
03_15,04:56,16:48,03_15
03_16,04:54,16:50,03_16
03_17,04:52,16:51,03_17
03_18,04:50,16:53,03_18
03_19,04:48,16:54,03_19
03_20,04:45,16:56,03_20
03_21,04:43,16:58,03_21
03_22,04:41,16:59,03_22
03_23,04:39,17:01,03_23
03_24,04:37,17:02,03_24
03_25,04:34,17:04,03_25
03_26,04:32,17:05,03_26
03_27,04:30,17:07,03_27
03_28,04:28,17:09,03_28
03_29,04:26,17:10,03_29
03_30,04:24,17:12,03_30
03_31,04:21,17:13,03_31
04_01,04:19,17:15,04_01
04_02,04:17,17:16,04_02
04_03,04:15,17:18,04_03
04_04,04:13,17:20,04_04
04_05,04:11,17:21,04_05
04_06,04:09,17:23,04_06
04_07,04:06,17:24,04_07
04_08,04:04,17:26,04_08
04_09,04:02,17:27,04_09
04_10,04:00,17:29,04_10
04_11,03:58,17:31,04_11
04_12,03:56,17:32,04_12
04_13,03:54,17:34,04_13
04_14,03:52,17:35,04_14
04_15,03:50,17:37,04_15
04_16,03:48,17:38,04_16
04_17,03:46,17:40,04_17
04_18,03:44,17:42,04_18
04_19,03:42,17:43,04_19
04_20,03:40,17:45,04_20
04_21,03:38,17:46,04_21
04_22,03:36,17:48,04_22
04_23,03:34,17:49,04_23
04_24,03:32,17:51,04_24
04_25,03:30,17:53,04_25
04_26,03:28,17:54,04_26
04_27,03:26,17:56,04_27
04_28,03:24,17:57,04_28
04_29,03:23,17:59,04_29
04_30,03:21,18:00,04_30
05_01,03:19,18:02,05_01
05_02,03:17,18:03,05_02
05_03,03:16,18:05,05_03
05_04,03:14,18:06,05_04
05_05,03:12,18:08,05_05
05_06,03:11,18:09,05_06
05_07,03:09,18:11,05_07
05_08,03:07,18:12,05_08
05_09,03:06,18:14,05_09
05_10,03:04,18:15,05_10
05_11,03:03,18:17,05_11
05_12,03:01,18:18,05_12
05_13,03:00,18:20,05_13
05_14,02:59,18:21,05_14
05_15,02:57,18:23,05_15
05_16,02:56,18:24,05_16
05_17,02:55,18:25,05_17
05_18,02:53,18:27,05_18
05_19,02:52,18:28,05_19
05_20,02:51,18:29,05_20
05_21,02:50,18:31,05_21
05_22,02:49,18:32,05_22
05_23,02:47,18:33,05_23
05_24,02:46,18:34,05_24
05_25,02:45,18:36,05_25
05_26,02:44,18:37,05_26
05_27,02:44,18:38,05_27
05_28,02:43,18:39,05_28
05_29,02:42,18:40,05_29
05_30,02:41,18:41,05_30
05_31,02:40,18:42,05_31
06_01,02:40,18:43,06_01
06_02,02:39,18:44,06_02
06_03,02:38,18:45,06_03
06_04,02:38,18:46,06_04
06_05,02:37,18:47,06_05
06_06,02:37,18:48,06_06
06_07,02:36,18:49,06_07
06_08,02:36,18:49,06_08
06_09,02:36,18:50,06_09
06_10,02:35,18:51,06_10
06_11,02:35,18:51,06_11
06_12,02:35,18:52,06_12
06_13,02:35,18:53,06_13
06_14,02:35,18:53,06_14
06_15,02:35,18:54,06_15
06_16,02:35,18:54,06_16
06_17,02:35,18:54,06_17
06_18,02:35,18:55,06_18
06_19,02:35,18:55,06_19
06_20,02:35,18:55,06_20
06_21,02:35,18:55,06_21
06_22,02:36,18:56,06_22
06_23,02:36,18:56,06_23
06_24,02:36,18:56,06_24
06_25,02:37,18:56,06_25
06_26,02:37,18:56,06_26
06_27,02:38,18:56,06_27
06_28,02:38,18:56,06_28
06_29,02:39,18:55,06_29
06_30,02:40,18:55,06_30
07_01,02:40,18:55,07_01
07_02,02:41,18:54,07_02
07_03,02:42,18:54,07_03
07_04,02:42,18:54,07_04
07_05,02:43,18:53,07_05
07_06,02:44,18:53,07_06
07_07,02:45,18:52,07_07
07_08,02:46,18:51,07_08
07_09,02:47,18:51,07_09
07_10,02:48,18:50,07_10
07_11,02:49,18:49,07_11
07_12,02:50,18:49,07_12
07_13,02:51,18:48,07_13
07_14,02:52,18:47,07_14
07_15,02:53,18:46,07_15
07_16,02:54,18:45,07_16
07_17,02:56,18:44,07_17
07_18,02:57,18:43,07_18
07_19,02:58,18:42,07_19
07_20,02:59,18:41,07_20
07_21,03:00,18:39,07_21
07_22,03:02,18:38,07_22
07_23,03:03,18:37,07_23
07_24,03:04,18:36,07_24
07_25,03:06,18:34,07_25
07_26,03:07,18:33,07_26
07_27,03:08,18:32,07_27
07_28,03:10,18:30,07_28
07_29,03:11,18:29,07_29
07_30,03:13,18:27,07_30
07_31,03:14,18:26,07_31
08_01,03:15,18:24,08_01
08_02,03:17,18:23,08_02
08_03,03:18,18:21,08_03
08_04,03:20,18:19,08_04
08_05,03:21,18:18,08_05
08_06,03:23,18:16,08_06
08_07,03:24,18:14,08_07
08_08,03:25,18:13,08_08
08_09,03:27,18:11,08_09
08_10,03:28,18:09,08_10
08_11,03:30,18:07,08_11
08_12,03:31,18:05,08_12
08_13,03:33,18:04,08_13
08_14,03:34,18:02,08_14
08_15,03:36,18:00,08_15
08_16,03:37,17:58,08_16
08_17,03:39,17:56,08_17
08_18,03:40,17:54,08_18
08_19,03:42,17:52,08_19
08_20,03:43,17:50,08_20
08_21,03:45,17:48,08_21
08_22,03:46,17:46,08_22
08_23,03:48,17:44,08_23
08_24,03:49,17:42,08_24
08_25,03:51,17:40,08_25
08_26,03:52,17:38,08_26
08_27,03:54,17:36,08_27
08_28,03:55,17:34,08_28
08_29,03:57,17:32,08_29
08_30,03:58,17:30,08_30
08_31,04:00,17:27,08_31
09_01,04:01,17:25,09_01
09_02,04:03,17:23,09_02
09_03,04:04,17:21,09_03
09_04,04:06,17:19,09_04
09_05,04:07,17:17,09_05
09_06,04:09,17:14,09_06
09_07,04:10,17:12,09_07
09_08,04:12,17:10,09_08
09_09,04:13,17:08,09_09
09_10,04:15,17:06,09_10
09_11,04:16,17:04,09_11
09_12,04:18,17:01,09_12
09_13,04:19,16:59,09_13
09_14,04:21,16:57,09_14
09_15,04:22,16:55,09_15
09_16,04:24,16:52,09_16
09_17,04:25,16:50,09_17
09_18,04:27,16:48,09_18
09_19,04:28,16:46,09_19
09_20,04:30,16:44,09_20
09_21,04:31,16:41,09_21
09_22,04:33,16:39,09_22
09_23,04:34,16:37,09_23
09_24,04:36,16:35,09_24
09_25,04:37,16:33,09_25
09_26,04:39,16:30,09_26
09_27,04:40,16:28,09_27
09_28,04:42,16:26,09_28
09_29,04:43,16:24,09_29
09_30,04:45,16:22,09_30
10_01,04:46,16:19,10_01
10_02,04:48,16:17,10_02
10_03,04:49,16:15,10_03
10_04,04:51,16:13,10_04
10_05,04:53,16:11,10_05
10_06,04:54,16:09,10_06
10_07,04:56,16:06,10_07
10_08,04:57,16:04,10_08
10_09,04:59,16:02,10_09
10_10,05:00,16:00,10_10
10_11,05:02,15:58,10_11
10_12,05:04,15:56,10_12
10_13,05:05,15:54,10_13
10_14,05:07,15:52,10_14
10_15,05:08,15:50,10_15
10_16,05:10,15:48,10_16
10_17,05:12,15:46,10_17
10_18,05:13,15:44,10_18
10_19,05:15,15:42,10_19
10_20,05:17,15:40,10_20
10_21,05:18,15:38,10_21
10_22,05:20,15:36,10_22
10_23,05:22,15:34,10_23
10_24,05:23,15:32,10_24
10_25,05:25,15:30,10_25
10_26,05:27,15:28,10_26
10_27,05:28,15:26,10_27
10_28,05:30,15:24,10_28
10_29,05:32,15:23,10_29
10_30,05:33,15:21,10_30
10_31,05:35,15:19,10_31
11_01,05:37,15:17,11_01
11_02,05:38,15:16,11_02
11_03,05:40,15:14,11_03
11_04,05:42,15:12,11_04
11_05,05:43,15:11,11_05
11_06,05:45,15:09,11_06
11_07,05:47,15:08,11_07
11_08,05:48,15:06,11_08
11_09,05:50,15:05,11_09
11_10,05:52,15:03,11_10
11_11,05:53,15:02,11_11
11_12,05:55,15:00,11_12
11_13,05:57,14:59,11_13
11_14,05:58,14:58,11_14
11_15,06:00,14:57,11_15
11_16,06:01,14:55,11_16
11_17,06:03,14:54,11_17
11_18,06:05,14:53,11_18
11_19,06:06,14:52,11_19
11_20,06:08,14:51,11_20
11_21,06:09,14:50,11_21
11_22,06:11,14:49,11_22
11_23,06:12,14:48,11_23
11_24,06:14,14:47,11_24
11_25,06:15,14:46,11_25
11_26,06:17,14:45,11_26
11_27,06:18,14:44,11_27
11_28,06:20,14:44,11_28
11_29,06:21,14:43,11_29
11_30,06:22,14:42,11_30
12_01,06:24,14:42,12_01
12_02,06:25,14:41,12_02
12_03,06:26,14:41,12_03
12_04,06:27,14:41,12_04
12_05,06:29,14:40,12_05
12_06,06:30,14:40,12_06
12_07,06:31,14:40,12_07
12_08,06:32,14:39,12_08
12_09,06:33,14:39,12_09
12_10,06:34,14:39,12_10
12_11,06:35,14:39,12_11
12_12,06:36,14:39,12_12
12_13,06:37,14:39,12_13
12_14,06:38,14:39,12_14
12_15,06:38,14:40,12_15
12_16,06:39,14:40,12_16
12_17,06:40,14:40,12_17
12_18,06:41,14:40,12_18
12_19,06:41,14:41,12_19
12_20,06:42,14:41,12_20
12_21,06:42,14:42,12_21
12_22,06:43,14:42,12_22
12_23,06:43,14:43,12_23
12_24,06:43,14:44,12_24
12_25,06:44,14:44,12_25
12_26,06:44,14:45,12_26
12_27,06:44,14:46,12_27
12_28,06:44,14:47,12_28
12_29,06:44,14:47,12_29
12_30,06:44,14:48,12_30
12_31,06:44,14:49,12_31
